title,hatespeech,subtype,text
"Texas, 12 states to ask judge to stall Obama transgender bathroom order",0,-1,Seems like general statements again. What is so obviously wrong or evil about it. What actual harm is being caused by their choices?
"Texas, 12 states to ask judge to stall Obama transgender bathroom order",0,-1,"""Indeed there are those who are last who will be first, and first who will be last."" - Luke 13:30 Guess who will be last in heaven?"
"Texas, 12 states to ask judge to stall Obama transgender bathroom order",0,-1,No one?
"Texas, 12 states to ask judge to stall Obama transgender bathroom order",0,-1,No one as in nobody is answering or no one as in nobody is going to be last in heaven despite what Jesus said?
"Texas, 12 states to ask judge to stall Obama transgender bathroom order",0,-1,"No one, as in my guess is no one."
"Texas, 12 states to ask judge to stall Obama transgender bathroom order",0,-1,I will be last if you just need someone to close up shop. Does room service exist in Heavan? I hope it is a fun place and not just a bunch of religious nuts praying and such.
"Texas, 12 states to ask judge to stall Obama transgender bathroom order",0,-1,"Oh it's going to be a fun place all right. So, as Jesus said earlier in this chapter, "" “Make every effort to enter through the narrow door, because many, I tell you, will try to enter and will not be able to."""
"Texas, 12 states to ask judge to stall Obama transgender bathroom order",0,-1,"So you think it's moral to discriminate against transgender people when science, medicine and psychology all say their condition is legitimate? On what basis?"
"Texas, 12 states to ask judge to stall Obama transgender bathroom order",1,3,"Here we see a rationale commonly used by those who support these bizarre behaviors and policies. First, the terms ""discriminate"" and ""discrimination"" are elevated in their minds to the level of a religious sanctimony, as though they were ultimate weapons of warfare against those who oppose these foolish notions. The idea is to intimidate the opposition with these terms to make them feel guilty of some wrong or evil, or at least make them feel unaccepted for who they are in their politically incorrect belief. Then these supporters of fallacy use a blatant fallacy to try to further intimidate any opposition...as in this case making the outrageously fallacious claim, ""science, medicine and psychology all say their condition is legitimate"". This is supposed intimidate the realists by putting them on the defensive, as though it was their job to refute the grand fallacy, instead of the promoter of the fallacy's job to defend it. Then, the tactic includes a question, which is supposed to imply that the writer is open minded rather than dogmatic and doctrinaire, which they are. Also the question is usually very open ended so that the answer will not like refute anything the writer has claimed, thus diverting attention from the utter fallacy and attempted intimidation to ""put the monkey"" on the back of the opposition. The way to refute these tactics is to speak the truth, even if it is simply put without a lot of facts and figures and arguments...the simple truth. Of course, one can also engage in presentation of facts, figures and arguments which help other readers/listeners learn the deeper proofs for the truth. So, the truth here is that it is righteous to discriminate between righteousness and evil, right and wrong, good and bad, and tell the truth about it. And the truth is that sexual confusions and perversions are a great harm to their subjects and our civil society if tolerated instead of dealt with properly with the Loving Righteousness of God."
"Texas, 12 states to ask judge to stall Obama transgender bathroom order",0,-1,"How will it harm our ""civil society""? Be specific, now."
"Texas, 12 states to ask judge to stall Obama transgender bathroom order",0,-1,Did you not understand the question?
"Texas, 12 states to ask judge to stall Obama transgender bathroom order",0,-1,"I agree that people should use the public bathroom that fits their actual gender, but what harm to society is caused by someone being transgender?"
"Texas, 12 states to ask judge to stall Obama transgender bathroom order",0,-1,I think he's stumped on that one.
"Texas, 12 states to ask judge to stall Obama transgender bathroom order",0,-1,Seems so.
"Texas, 12 states to ask judge to stall Obama transgender bathroom order",0,-1,"First, the terms ""discriminate"" and ""discrimination"" are elevated in their minds to the level of a religious sanctimony – Freedomscout ""Indeed there are those who are last who will be first, and first who will be last."" - Luke 13:30 ""Do to others as you would have them do to you."" - Luke 6:31 Freedomscout, you need to heed to Jesus' words about how you treat other people."
"Texas, 12 states to ask judge to stall Obama transgender bathroom order",0,-1,"I try to live by that ""Do unto others"" bit."
"Texas, 12 states to ask judge to stall Obama transgender bathroom order",1,3,"which ""other people?"" that has a hidden meaning and means HOMOSEXUALS. we see that the left faith ISLAM never had to be kind to ""others"" in Orlando did they? it depends a LOT on the religion. we watched while 102 ""others"" got shot in a bar yet we get sued over a cake! that VERY selective morality would make Jesus angry."
"Texas, 12 states to ask judge to stall Obama transgender bathroom order",1,3,"Of all the sick moves Obama has made, this has to be the top! He seems to think that as president, the people MUST sereve HIM, not that he should be serving the PEOPLE. The only people he seems to feel obligated to serve are those without morals, which he apparently feels he is part of! Even though he only has a few months left in his term, the house and senate should be calling themselves back into session and impeaching him! Under Obama and Clinton this country has become an immoral, dirtier than dirt nation! I suggest he send his children to a public school affected by this despotic rule! Just to show us how much he believes it!"
"Texas, 12 states to ask judge to stall Obama transgender bathroom order",0,-1,"So you think it's moral to discriminate against transgender people when science, medicine and psychology all say their condition is legitimate? On what basis?"
"Texas, 12 states to ask judge to stall Obama transgender bathroom order",1,3,So you think it is fine to protect the rights of immoral people while taking the rights from innocent women to have their privacy?
"Texas, 12 states to ask judge to stall Obama transgender bathroom order",0,-1,people? Who?
